UniprotID_1,UniprotID_2
O14763,P50591
O14770,O14770
O14773,O14773
O14776,O14776
O14776,P53350
O14782,O14782
O14786,O14786
O14810,P63027
O14815,O14815
O14862,O14862
O14893,Q16637
O14907,O14907
O14907,P48050
O14920,O14920
O14920,Q9Y6K9
O14929,O14929
O14931,O14931
O14931,Q68D85
O14933,O14933
O14933,P0CG48
O14936,O14936
O14936,O75334
O14964,Q92783
O14964,Q99816
O14965,O14965
O14965,Q9ULW0
O14974,O14974
O14976,O14976
O14977,O14977
O14977,P54368
O14980,O14980
O14980,O95149
O14980,P61925
O14980,P62826
O14994,O14994
O15021,O15021
O15047,P61964
O15054,O15054
O15066,O15066
O15085,O15085
O15085,P61586
O15091,O15091
O15105,P46937
O15105,Q96PU5
O15105,Q9HAU4
O15105,Q9HCE7
O15118,O15118
O15119,O15119
O15123,Q02763
O15151,O15151
O15151,P04637
O15151,Q00987
O15155,O95486
O15164,O15164
O15164,P62805
O15164,P68431
O15169,P25054
O15169,P49841
O15194,O15194
O15217,O15217
O15234,P38919
O15234,P61326
O15263,O15263
O15264,O15264
O15273,Q8WZ42
O15294,O15294
O15294,P51610
O15294,P68400
O15294,Q08999
O15350,O15350
O15350,Q00987
O15357,O15357
O15357,P29317
O15379,O15379
O15379,Q9Y618
O15382,O15382
O15392,O15392
O15392,P68431
O15392,Q53HL2
O15392,Q5FBB7
O15392,Q9NQS7
O15392,Q9NR28
O15394,O15394
O15409,Q13469
O15455,O15455
O15488,O15488
O15492,O15492
O15492,P63096
O15496,O15496
O15519,Q14790
O15520,P21802
O15530,O15530
O15530,Q16513
O15533,P30101
O15540,O15540
O15550,P68431
O19626,P61769
O43148,O43148
O43157,O43157
O43157,P63000
O43157,Q92730
O43157,Q92854
O43157,Q9NZN5
O43159,O43159
O43169,O43169
O43172,O43447
O43173,O43173
O43175,O43175
O43189,P68431
O43189,Q6TXQ4
O43252,O43252
O43255,O43255
O43278,Q04756
O43278,Q9Y5Y6
O43291,P35030
O43293,O43293
O43323,O43323
O43323,Q96QV1
O43323,Q9BWV1
O43324,O43324
O43324,P56192
O43353,O43353
O43353,P08138
O43435,O43435
O43451,O43451
O43464,O43464
O43488,O43488
O43521,O43521
O43521,Q07812
O43521,Q07817
O43521,Q07820
O43521,Q16548
O43521,Q9HD36
O43524,O43524
O43557,O43557
O43557,O95407
O43559,Q9UM73
O43566,P63096
O43570,O43570
O43597,P22681
O43598,O43598
O43612,P01909
O43612,P01920
O43617,O43617
O43617,O75865
O43617,Q86SZ2
O43639,O43639
O43639,P48059
O43663,O43663
O43665,P08754
O43683,O43683
O43704,O43704
O43707,O43707
O43739,P62330
O43741,P54619
O43741,Q13131
O43745,P19634
O43747,O43747
O43752,O43752
O43752,Q9UID3
O43765,O43765
O43791,O43791
O43791,O75367
O43791,P60484
O43791,Q13618
O43809,O43809
O43809,Q16630
O43809,Q8N684
O43813,O43813
O43854,O43854
O43865,O43865
O43914,O43914
O43921,P54764
O43924,O43924
O43924,P51160
O43924,Q15382
O43924,Q92834
O60216,Q8N3U4
O60234,O60234
O60239,P53779
O60242,O60242
O60260,O60260
O60271,O60271
O60271,P62330
O60307,O60307
O60341,O95863
O60341,P68431
O60341,Q01101
O60341,Q16695
O60341,Q9P2K3
O60341,Q9UKL0
O60381,O60381
O60424,O60424
O60424,Q14653
O60437,O60437
O60462,O60462
O60486,O60486
O60486,O75326
O60493,O60493
O60547,O60547
O60563,O60563
O60563,P50750
O60566,O60566
O60566,Q12834
O60566,Q8NG31
O60573,Q13541
O60583,O60583
O60602,O60602
O60603,O60603
O60603,Q15399
O60609,Q5T4W7
O60658,O60658
O60671,O60921
O60671,Q99638
O60673,Q9UI95
O60674,O60674
O60701,O60701
O60704,O60704
O60716,P12830
O60760,O60760
O60784,O60784
O60880,O60880
O60880,P06241
O60880,Q13291
O60885,O60885
O60885,P62805
O60885,Q04206
O60885,Q15672
O60894,O60894
O60894,Q16602
O60895,Q16602
O60907,O60907
O60911,P01040
O60921,Q99638
O60936,O60936
O60942,O60942
O75015,P01857
O75044,O75044
O75051,Q92730
O75116,O75116
O75143,Q9BSB4
O75147,Q8WZ42
O75151,O75151
O75151,P68431
O75154,O75154
O75154,P62491
O75164,O75164
O75164,P62805
O75164,P68431
O75164,Q16695
O75173,O75173
O75175,Q9NZN8
O75191,O75191
O75208,O75208
O75223,O75223
O75311,O75311
O75319,O75319
O75326,O75326
O75340,O75340
O75340,O94979
O75340,Q8WUM4
O75351,P53990
O75351,Q9UQN3
O75367,O75367
O75369,O75369
O75376,P10276
O75376,P20393
O75376,Q96RI1
O75381,P40855
O75381,P50542
O75385,O75385
O75396,O95486
O75396,Q15436
O75417,O75417
O75460,O75460
O75469,O75469
O75469,P19793
O75469,Q15788
O75473,O75473
O75473,Q2MKA7
O75475,Q03164
O75475,Q7Z3K3
O75496,O75496
O75496,P31274
O75496,Q9H211
O75506,O75506
O75521,O75521
O75525,O75525
O75531,O75531
O75531,P50402
O75533,Q14498
O75533,Q96I25
O75533,Q9Y3B4
O75581,O75581
O75581,O94907
O75581,Q9BQB4
O75582,O75582
O75604,P0CG48
O75604,P62987
O75608,O75608
O75626,O75626
O75628,O75628
O75629,O75629
O75636,O75636
O75643,Q6P2Q9
O75674,O75674
O75688,O75688
O75689,O75689
O75689,Q9NQT8
O75716,O75716
O75746,O75746
O75762,O75762
O75807,P62136
O75815,O75815
O75822,O75822
O75822,P55884
O75844,O75844
O75874,O75874
O75880,O75880
O75884,O75884
O75886,P62979
O75897,O75897
O75899,Q9UBS5
O75909,O75909
O75909,Q14004
O75909,Q9NYV4
O75923,O75923
O75928,P63165
O75956,O75956
O75962,P63000
O75970,O75970
O76003,O76003
O76054,O76054
O76064,O76064
O76074,O76074
O76083,O76083
O76093,O76093
O94760,O94760
O94762,O94762
O94766,O94766
O94788,O94788
O94804,O94804
O94813,O94813
O94813,Q9Y6N7
O94817,Q9H1Y0
O94829,P63279
O94855,Q13190
O94855,Q15436
O94916,O94916
O94925,O94925
O94966,Q8IUQ4
O94972,O94972
O94992,O94992
O95045,O95045
O95057,O95057
O95069,O95069
O95071,O95071
O95147,O95147
O95149,Q14974
O95150,O95150
O95150,O95407
O95155,P61077
O95198,O95198
O95198,Q96J92
O95256,Q13478
O95256,Q14116
O95257,O95257
O95267,O95267
O95271,O95271
O95292,O95292
O95319,O95319
O95340,O95340
O95347,Q9NTJ3
O95365,O95365
O95400,P06729
O95405,P84022
O95405,Q15796
O95407,O95407
O95407,P48023
O95445,O95445
O95453,O95453
O95466,O95466
O95466,P60953
O95470,O95470
O95486,Q15436
O95497,O95497
O95503,O95503
O95544,O95544
O95571,O95571
O95628,P62837
O95630,O95630
O95630,Q9Y3E7
O95631,P43146
O95639,O95639
O95671,O95671
O95684,O95684
O95696,O95696
O95711,Q99467
O95714,O95714
O95721,O95721
O95721,P56962
O95721,Q9BV40
O95727,O95727
O95727,Q9BY67
O95747,O95747
O95747,Q96J92
O95750,O95750
O95760,Q01638
O95786,O95786
O95819,O95819
O95822,O95822
O95831,O95831
O95833,O95833
O95834,O95834
O95835,Q9H8S9
O95843,O95843
O95848,O95848
O95863,P31947
O95863,Q14974
O95931,Q99496
O95994,O95994
O96007,O96007
O96013,O96013
O96013,Q96EL1
O96017,O96017
P00325,P00325
P00326,P00326
P00338,P00338
P00374,P00374
P00390,P00390
P00439,P00439
P00441,P00441
P00450,P05164
P00451,P00451
P00480,P00480
P00488,P00488
P00491,P00491
P00492,P00492
P00519,P00519
P00519,P46108
P00533,P00533
P00533,P01133
P00533,P01135
P00533,P04626
P00533,P21860
P00533,P22681
P00533,Q13191
P00533,Q6GMX6
P00533,Q9UJM3
P00533,Q9ULV8
P00558,P00558
P00568,P00568
P00709,P00709
P00709,P15291
P00734,P00734
P00734,P01008
P00734,P02671
P00734,P02679
P00734,P05546
P00734,P07204
P00734,P07359
P00734,P25116
P00734,Q69EZ8
P00736,P00736
P00738,P68871
P00738,P69905
P00740,P00740
P00740,P01008
P00742,P00742
P00746,P00746
P00747,P00747
P00749,P00749
P00749,P05121
P00749,Q03405
P00750,P00750
P00750,P05121
P00751,P00751
P00797,P00797
P00915,P00915
P00918,P00918
P01008,P01008
P01009,P01009
P01011,P01011
P01019,P15144
P01023,P01023
P01024,P01024
P01024,P08603
P01024,P11215
P01024,P20023
P01024,Q9Y279
P01031,P01031
P01033,P01033
P01033,P08254
P01033,P09238
P01033,P50281
P01034,P01034
P01040,P01040
P01040,P07858
P01100,P01100
P01100,P05412
P01100,Q13469
P01106,P01106
P01106,P61244
P01112,P01112
P01112,P04049
P01112,P20936
P01112,Q07889
P01112,Q59GG9
P01112,Q9P212
P01116,P01116
P01127,P01127
P01127,P09619
P01130,P02749
P01130,P30533
P01130,Q8NBP7
P01133,P01133
P01135,P14735
P01137,P01137
P01138,P01138
P01138,P04629
P01160,P14735
P01160,P17342
P01215,P01215
P01215,P01225
P01215,P01233
P01225,P01225
P01236,P16471
P01241,P10912
P01241,P16471
P01270,P01270
P01275,P14735
P01275,P43220
P01308,P01308
P01308,P01903
P01308,P06213
P01308,P13760
P01308,P14735
P01344,P11717
P01344,P14735
P01374,P01374
P01374,P19438
P01375,P01375
P01563,P17181
P01563,P48551
P01574,P01574
P01579,P01579
P01579,P15260
P01583,Q99584
P01584,P01584
P01584,P14778
P01584,P27930
P01584,Q9NPH3
P01588,P19235
P01589,P60568
P01594,P01594
P01607,P01607
P01625,P01625
P01709,P01709
P01730,P01730
P01730,P01903
P01730,P06239
P01730,P13760
P01732,P01732
P01732,P06239
P01732,P61769
P01764,P01764
P01764,Q9Y5Y6
P01772,P0CG04
P01825,P0CG06
P01834,P01834
P01834,P01857
P01834,Q6N089
P01834,S6B291
P01834,S6C4S0
P01848,P01848
P01848,P01850
P01850,P01850
P01854,P01854
P01854,P12319
P01857,P01857
P01857,P08637
P01857,P0CG05
P01857,P0CG06
P01857,P12314
P01857,P12318
P01857,P19474
P01857,P31994
P01857,P31995
P01857,P55899
P01857,P61769
P01857,Q8TCD0
P01859,P01859
P01861,P01861
P01876,P01876
P01876,P24071
P01903,P01903
P01903,P02458
P01903,P02686
P01903,P04233
P01903,P08670
P01903,P13760
P01903,P16112
P01903,P28067
P01903,P28068
P01903,P40967
P01903,P60174
P01903,P79483
P01903,Q16655
P01903,Q30154
P01909,P01920
P02008,P02008
P02042,P02042
P02042,P69905
P02100,P02100
P02100,P69905
P02452,P02452
P02452,P02751
P02458,P13760
P02461,P02461
P02461,P09486
P02511,P02511
P02533,P13647
P02545,P02545
P02549,P11277
P02647,P02647
P02647,P10398
P02679,P02679
P02679,P08514
P02686,Q30154
P02689,P02689
P02724,P02724
P02730,P02730
P02741,P02741
P02743,P02743
P02745,P02746
P02745,P02747
P02746,P02747
P02749,P02749
P02751,P02751
P02751,P03372
P02751,P05106
P02751,P06756
P02751,P80188
P02751,Q06124
P02753,P02753
P02766,P02766
P02768,P02768
P02768,P55899
P02768,P61769
P02774,P02774
P02775,P02775
P02776,P02776
P02778,P02778
P02786,P02786
P02786,P02787
P02787,P02787
P02788,P02788
P03372,P03372
P03372,P31947
P03372,Q15596
P03372,Q15788
P03372,Q8WTS6
P03372,Q9NRG4
P03950,P03950
P03950,P13489
P03951,P03951
P03951,P05067
P03952,P03952
P03956,P03956
P03973,P08246
P04004,P05121
P04004,Q03405
P04035,P04035
P04040,P04040
P04049,P04049
P04049,P31947
P04049,P62834
P04049,P63104
P04062,P04062
P04070,P04070
P04070,Q9UNN8
P04080,P04080
P04090,P04090
P04141,P04141
P04141,P15509
P04141,P32927
P04150,P04150
P04150,Q15596
P04150,Q15788
P04155,P04155
P04156,P04156
P04179,P04179
P04180,P04180
P04181,P04181
P04183,P04183
P04233,P04233
P04234,P07766
P04271,P04271
P04271,P09038
P04271,P52907
P04271,Q15418
P04275,P04275
P04275,P07359
P04406,P04406
P04424,P04424
P04431,P04431
P04440,P04440
P04440,P20036
P04626,P04626
P04626,Q14451
P04626,Q96RT1
P04626,Q99952
P04629,P04629
P04629,P29353
P04632,P04632
P04632,P17655
P04637,P04637
P04637,P09429
P04637,P20248
P04637,P27694
P04637,P31947
P04637,P32780
P04637,Q00987
P04637,Q07817
P04637,Q09472
P04637,Q12888
P04637,Q13625
P04637,Q8WTS6
P04637,Q92793
P04637,Q93009
P04637,Q9NRG4
P04637,Q9NTG7
P04745,P04745
P04792,P04792
P04798,P04798
P04818,P04818
P04921,Q00013
P05000,P17181
P05000,P48551
P05019,P05019
P05019,P06213
P05019,P22692
P05019,P24593
P05067,P05067
P05067,P08253
P05067,P12821
P05067,P14735
P05067,P62993
P05067,P80188
P05067,Q02410
P05067,Q5JRX3
P05089,P05089
P05091,P05091
P05093,P05093
P05106,P05106
P05106,P06756
P05106,P08514
P05106,P12931
P05106,P21333
P05106,P29353
P05107,P05107
P05107,P20702
P05107,P21333
P05108,P05108
P05108,P10109
P05109,P05109
P05112,P05112
P05112,P24394
P05112,P31785
P05112,P78552
P05113,P05113
P05113,Q01344
P05120,P05120
P05121,P05121
P05129,P05129
P05154,P05154
P05156,P05156
P05162,P05162
P05164,P05164
P05181,P05181
P05230,P05230
P05230,P11362
P05230,P21579
P05230,P21802
P05230,P22607
P05230,Q99584
P05231,P05231
P05231,P08887
P05231,P40189
P05305,P05305
P05362,P05362
P05362,P20701
P05386,P05387
P05387,P05387
P05412,P05412
P05412,P15336
P05412,Q13469
P05412,Q14653
P05413,P05413
P05455,P05455
P05543,P05543
P05546,P05546
P05556,P08648
P05771,P05771
P05981,P05981
P06126,P06126
P06126,P61769
P06127,P06127
P06213,P06213
P06213,P10747
P06213,P18031
P06213,Q14449
P06239,P06239
P06239,Q9Y2R2
P06241,P06241
P06241,P27986
P06276,P06276
P06280,P06280
P06317,P06317
P06396,P06396
P06400,P06400
P06400,P20248
P06400,P62136
P06400,Q01094
P06400,Q14186
P06400,Q14209
P06401,P06401
P06401,Q9Y618
P06493,P14635
P06493,P33552
P06703,P06703
P06703,Q15109
P06727,P06727
P06729,P06729
P06729,P19256
P06729,Q9Y5K6
P06730,P06730
P06730,Q04637
P06730,Q13541
P06730,Q13542
P06731,P06731
P06733,P06733
P06734,P06734
P06737,P06737
P06744,P06744
P06746,P06746
P06756,P18564
P06850,P06850
P06899,P0C0S5
P06899,Q9BTT0
P07093,P07093
P07098,P07098
P07101,P07101
P07108,P07108
P07195,P07195
P07199,P07199
P07203,P07203
P07237,P07237
P07320,P07320
P07327,P07327
P07333,P09603
P07333,Q6ZMJ4
P07339,P07339
P07355,P07355
P07355,P60903
P07355,Q09666
P07357,P07358
P07357,P07360
P07359,P07359
P07359,P21333
P07359,Q14315
P07384,P07384
P07477,P07477
P07602,P07602
P07686,P07686
P07711,P07711
P07737,P07737
P07737,P50552
P07738,P07738
P07741,P07741
P07766,Q8TE68
P07814,P07814
P07858,P07858
P07900,P07900
P07900,P53041
P07900,Q16543
P07900,Q9H6T3
P07910,P07910
P07949,P07949
P07954,P07954
P07992,P23025
P07992,Q92889
P07996,P07996
P07998,P07998
P07998,P13489
P08069,P08069
P08069,P35568
P08118,P08118
P08134,P08134
P08138,P08138
P08138,P52565
P08138,P62158
P08151,Q9UMX1
P08174,P08174
P08185,P08185
P08195,P08195
P08235,P08235
P08235,Q15788
P08236,P08236
P08238,P08238
P08238,P31948
P08238,Q02790
P08246,P08246
P08253,P08253
P08253,P16035
P08254,P08254
P08263,P08263
P08294,P08294
P08311,P08311
P08319,P08319
P08397,P08397
P08476,P08476
P08476,P19883
P08514,P21333
P08519,P08519
P08559,P08559
P08559,P11177
P08567,P08567
P08575,P08575
P08575,P20963
P08579,P09661
P08581,P08581
P08581,P14210
P08581,P22681
P08603,P08603
P08631,P08631
P08670,P08670
P08670,P13760
P08684,P08684
P08709,P08709
P08709,P13726
P08709,Q86SE7
P08754,P41220
P08754,P57771
P08758,P08758
P08887,P40189
P09012,P09012
P09038,P11362
P09104,P09104
P09110,P09110
P09132,P09132
P09132,P61011
P09210,P09210
P09211,P09211
P09237,P09237
P09238,P09238
P09238,P16035
P09327,P09327
P09341,P09341
P09382,P09382
P09467,P09467
P09486,P09486
P09488,P09488
P09601,P09601
P09603,P09603
P09619,P09619
P09619,P27986
P09651,Q92973
P09661,P09661
P09681,P48546
P09871,P09871
P09874,P09874
P09874,Q9UNS1
P09884,P09884
P09913,P09913
P09914,P09914
P09917,P09917
P09919,P09919
P09919,Q99062
P09936,P09936
P09936,P0CG48
P0C0L4,P0C0L4
P0C0S5,Q9BTT0
P0CG05,P0CG05
P0CG05,S6C4S0
P0CG29,P0CG29
P0CG30,P0CG30
P0CG47,P0CG47
P0CG47,P61086
P0CG47,P62068
P0CG47,P62837
P0CG47,Q16186
P0CG47,Q6ZSG1
P0CG47,Q96BN8
P0CG47,Q9UK80
P0CG47,Q9UNA4
P0CG47,Q9Y5K5
P0CG48,P0CG48
P0CG48,P14735
P0CG48,P15374
P0CG48,P40818
P0CG48,P45974
P0CG48,P51668
P0CG48,P54252
P0CG48,P54578
P0CG48,P55036
P0CG48,P61077
P0CG48,P61086
P0CG48,P61088
P0CG48,P62837
P0CG48,Q14596
P0CG48,Q15819
P0CG48,Q5VVQ6
P0CG48,Q6PIL8
P0CG48,Q86VN1
P0CG48,Q93009
P0CG48,Q96B97
P0CG48,Q96BN8
P0CG48,Q96DC9
P0CG48,Q96FW1
P0CG48,Q96RL1
P0CG48,Q96S82
P0CG48,Q99816
P0CG48,Q9H0F5
P0CG48,Q9UK80
P0CG48,Q9UKV5
P0CG48,Q9UMX0
P0CG48,Q9UNA4
P0CG48,Q9Y239
P0CG48,Q9Y263
P0DJI8,P0DJI8
P10114,P10114
P10144,P10144
P10145,P10145
P10145,P25024
P10147,P10147
P10147,P14735
P10153,P13489
P10275,P10275
P10275,P41223
P10275,Q13772
P10275,Q15466
P10275,Q15596
P10275,Q9Y6Q9
P10276,P10276
P10276,P19793
P10276,Q15596
P10276,Q15788
P10412,Q13185
P10415,P10415
P10515,Q15120
P10586,P10586
P10599,P10599
P10599,P19838
P10599,P27695
P10599,Q16881
P10599,Q9H3M7
P10600,P10600
P10600,P36897
P10600,P37173
P10619,P10619
P10632,P10632
P10635,P10635
P10636,P10636
P10636,P31947
P10636,Q13526
P10720,P10720
P10721,P10721
P10721,P21583
P10746,P10746
P10747,P62993
P10768,P10768
P10826,P10826
P10826,Q15788
P10828,P10828
P10828,P19793
P10912,P10912
P10997,P10997
P10997,P14735
P11021,P11021
P11086,P11086
P11142,P11142
P11142,P25685
P11142,P31948
P11142,Q99933
P11142,Q9UNE7
P11169,P11169
P11171,P11171
P11172,P11172
P11177,P11177
P11215,P11215
P11233,P11233
P11234,Q15311
P11245,P11245
P11274,P55196
P11277,P11277
P11277,P16157
P11309,P11309
P11310,P11310
P11362,P11362
P11362,Q8WU20
P11388,P11388
P11413,P11413
P11441,P46379
P11473,P11473
P11474,P11474
P11474,Q9UBK2
P11498,P11498
P11509,P11509
P11532,P11532
P11532,Q14118
P11586,P11586
P11712,P11712
P11717,P11717
P11717,Q9UJY5
P11766,P11766
P11802,P24385
P11802,P30281
P11831,P11831
P11831,P28324
P11926,P11926
P11926,P54368
P11940,P11940
P11940,Q04637
P11940,Q71RC2
P11940,Q8IYD1
P11940,Q92615
P11940,Q99700
P11940,Q9BPZ3
P11940,Q9H074
P11940,Q9HCJ0
P12004,P12004
P12004,P39748
P12004,P62979
P12018,P12018
P12018,P15814
P12081,P12081
P12104,P12104
P12259,P12259
P12268,P12268
P12272,Q14974
P12273,P25311
P12277,P12277
P12319,P12319
P12643,P12643
P12643,P36894
P12643,Q13705
P12643,Q6NW40
P12643,Q6ZVN8
P12643,Q96B86
P12645,P12645
P12694,P12694
P12694,P21953
P12724,P12724
P12755,P12755
P12755,Q13485
P12821,P12821
P12830,P12830
P12830,Q96E93
P12838,P12838
P12883,P12883
P12931,P12931
P12931,P18031
P12931,Q9ULV8
P12955,P12955
P12956,P13010
P13051,P13051
P13051,P15927
P13224,P13224
P13232,P16871
P13236,P13236
P13236,P14735
P13473,P13473
P13489,P13489
P13498,P14598
P13500,P13500
P13501,P13501
P13569,P13569
P13569,P21333
P13569,Q9HD26
P13591,P13591
P13612,P13612
P13612,P26010
P13612,P63104
P13674,P13674
P13688,P13688
P13693,P13693
P13716,P13716
P13726,P13726
P13727,P13727
P13747,P13747
P13747,P61769
P13760,P16112
P13760,P40967
P13804,P38117
P13861,P13861
P13861,Q06455
P13929,P13929
P13987,P13987
P14061,P14061
P14091,P14091
P14151,P62158
P14174,P14174
P14207,P14207
P14210,P14210
P14410,P14410
P14416,P14416
P14555,P14555
P14598,P14598
P14598,P19878
P14598,Q15080
P14618,P14618
P14635,P14635
P14635,P24941
P14653,P40424
P14735,P14735
P14735,P16860
P14778,P18510
P14780,P14780
P14784,P31785
P14784,P40933
P14784,P60568
P14859,P14859
P14859,P48431
P14859,Q16633
P14866,P14866
P14868,P14868
P14902,P14902
P14920,P14920
P14921,P14921
P14921,Q12778
P14923,P14923
P15018,P15018
P15018,P40189
P15036,P15036
P15056,P15056
P15085,P15085
P15104,P15104
P15121,P15121
P15151,Q495A1
P15153,P15153
P15153,P16885
P15153,P52566
P15170,P62495
P15260,P15260
P15289,Q8NBK3
P15291,P15291
P15309,P15309
P15311,P15311
P15328,P15328
P15336,P53779
P15336,Q14653
P15374,P15374
P15498,P15498
P15498,P63000
P15498,Q13094
P15509,P32927
P15529,P15529
P15531,P15531
P15559,P15559
P15692,P15692
P15692,P17948
P15692,P31025
P15692,P35968
P15735,P15735
P15813,P15813
P15813,P61769
P15814,P15814
P15884,Q92793
P15923,P17542
P15923,P25791
P15923,Q09472
P15923,Q86U70
P15924,P15924
P15927,P15927
P15927,P35244
P15927,Q9NZC9
P15941,P15941
P16035,P16035
P16070,P16070
P16083,P16083
P16104,P17693
P16104,Q6ZW49
P16104,Q8NEM0
P16109,P16109
P16109,Q14242
P16118,P16118
P16144,P16144
P16144,Q15149
P16152,P16152
P16157,P16157
P16220,Q92793
P16278,P16278
P16284,P16284
P16298,P63098
P16333,P16333
P16401,Q9Y468
P16410,P16410
P16410,P33681
P16410,P42081
P16410,Q96CW1
P16435,P16435
P16442,P16442
P16444,P16444
P16455,P16455
P16581,P16581
P16662,P16662
P16860,P17342
P16871,P16871
P17028,P17028
P17050,P17050
P17066,P17066
P17081,P17081
P17174,P17174
P17181,P29597
P17252,P17252
P17301,P17301
P17301,Q96A83
P17342,P17342
P17342,P23582
P17516,P17516
P17542,P25791
P17612,P17612
P17612,P61925
P17676,P17676
P17693,P17693
P17693,P61769
P17693,Q8N423
P17707,P17707
P17735,P17735
P17812,P17812
P17844,P17844
P17900,P17900
P17931,P17931
P17948,P17948
P17948,P49763
P17948,P49765
P18031,P18031
P18054,P18054
P18075,Q13253
P18085,P18085
P18136,P18136
P18206,P18206
P18206,P35221
P18206,Q8IY67
P18206,Q9BX66
P18206,Q9Y490
P18509,P41586
P18510,P18510
P18564,P18564
P18669,P18669
P18754,P18754
P18754,P62826
P18827,Q13009
P18887,Q96T60
P19174,P19174
P19235,P19235
P19320,P19320
P19367,P19367
P19419,P19419
P19429,P63316
P19438,P19438
P19440,P19440
P19525,P19525
P19623,P19623
P19634,Q99653
P19652,P19652
P19793,P19793
P19793,P37231
P19793,Q14994
P19793,Q15596
P19793,Q15788
P19793,Q9Y618
P19801,P19801
P19875,P19875
P19878,P63000
P19883,P19883
P19971,P19971
P20023,P20023
P20036,P20036
P20062,P20062
P20142,P20142
P20226,P52655
P20226,P52657
P20226,Q01658
P20226,Q14919
P20226,Q9HAW0
P20231,P20231
P20248,P20248
P20248,P24941
P20248,P46527
P20248,Q01094
P20338,P20338
P20338,Q9H1K0
P20339,P20339
P20339,Q15075
P20340,P20340
P20366,P25103
P20393,P20393
P20585,P43246
P20591,P20591
P20592,P20592
P20700,P20700
P20701,P20701
P20701,P32942
P20701,Q9UMF0
P20702,P20702
P20711,P20711
P20783,P20783
P20783,P23560
P20807,P20807
P20813,P20813
P20823,P20823
P20827,P29317
P20839,P20839
P20930,P20930
P20933,P20933
P20936,P20936
P20963,P20963
P20963,P29353
P20963,P43403
P21266,P28161
P21333,P21333
P21333,P26010
P21333,Q8WUP2
P21359,P21359
P21397,P21397
P21399,P21399
P21549,P21549
P21549,P50542
P21579,P21579
P21579,P60880
P21579,Q7L0J3
P21579,Q99584
P21580,P21580
P21583,P21583
P21589,P21589
P21673,P21673
P21675,P21675
P21675,P62805
P21675,Q15545
P21675,Q9Y294
P21695,P21695
P21709,P21709
P21709,P29317
P21802,P21802
P21802,P55075
P21860,P21860
P21953,P21953
P21964,P21964
P21980,P21980
P22004,P22004
P22033,P22033
P22059,Q9P0L0
P22102,P22102
P22301,Q13651
P22303,P22303
P22307,P50542
P22314,P22314
P22352,P22352
P22362,P22362
P22415,P22415
P22607,P22607
P22680,P22680
P22681,P22681
P22681,P43403
P22681,P43405
P22681,P62837
P22681,P68036
P22681,Q9C004
P22692,P22692
P22736,P22736
