UniprotID_1,UniprotID_2
P02489,V9HW27
P02489,V9HW43
P02511,P04792
P02511,Q16082
P02538,P13646
P02538,P19012
P02538,Q04695
P02538,Q14666
P02538,Q15323
P02538,Q6A162
P02545,P20700
P02585,P19429
P02686,P13760
P02741,V9HWP0
P02751,P62993
P02760,P02760
P02771,P30512
P02774,P68032
P02774,P68133
P02775,P25024
P02776,P10145
P02792,P02794
P03372,P10276
P03372,P10589
P03372,P48552
P03372,Q7LCB3
P03372,Q92731
P03372,Q9Y618
P03951,P14210
P03952,P05154
P03952,P14210
P04049,P10114
P04049,P12931
P04049,P15056
P04049,P31946
P04049,P36507
P04049,P61981
P04049,P62070
P04049,Q02750
P04049,Q15382
P04049,Q8IVT5
P04049,V9HW98
P04049,V9HWD6
P04070,P07204
P04070,P12259
P04075,P05062
P04075,P09972
P04085,P16234
P04118,P16233
P04150,P22736
P04150,P28702
P04150,Q5STP9
P04150,Q6ZMM6
P04150,Q9Y5X4
P04198,P61244
P04233,P13760
P04259,P08727
P04259,P13646
P04259,P19012
P04259,Q15323
P04264,P13647
P04271,P06703
P04271,P23297
P04271,P25815
P04271,P26447
P04271,P29034
P04271,Q15109
P04271,Q15208
P04271,Q53GA5
P04626,P06239
P04626,P09769
P04626,P12931
P04626,P15882
P04626,P16591
P04626,P21860
P04626,P23458
P04626,P23467
P04626,P42679
P04626,P42680
P04626,P42681
P04626,P42684
P04626,P43405
P04626,P51451
P04626,P51813
P04626,Q05209
P04626,Q06124
P04626,Q08881
P04626,Q12913
P04626,Q59FK4
P04626,Q7Z6G8
P04626,Q92625
P04626,Q9UJM3
P04626,Q9UQQ2
P04626,Q9Y2R2
P04626,W0S1B5
P04629,P19174
P04629,Q59FK4
P04629,Q9NRF2
P04632,P07384
P04632,Q59EF6
P04637,P26447
P04637,P61981
P04637,Q8WUF5
P04792,Q9UJY1
P04899,P49795
P04899,P81274
P05062,V9HWN7
P05067,Q92870
P05091,V9HW83
P05106,Q9Y490
P05107,P11215
P05154,P20151
P05165,P05166
P05198,P19525
P05230,P22455
P05412,P15407
P05412,P15408
P05412,P17535
P05412,P18847
P05412,P53539
P05412,Q02930
P05412,Q16520
P05556,P13612
P05556,P17301
P05556,P21333
P05771,P25098
P05771,Q8IV61
P05783,P05783
P05783,P05787
P05783,P19012
P05783,Q7L4M3
P05787,P13646
P05787,P19012
P05787,Q15323
P05787,Q6A162
P05813,P05813
P05813,P26998
P05813,P53674
P06213,P10586
P06213,P23458
P06213,P35568
P06213,Q13322
P06213,Q59F91
P06213,Q658W2
P06213,Q9NRF2
P06239,P08575
P06239,P08581
P06239,P10721
P06239,P23467
P06239,P23470
P06239,P23471
P06239,P27986
P06239,P28827
P06239,P29350
P06239,P29353
P06239,P41240
P06239,P43403
P06239,P43405
P06239,Q05209
P06239,Q08881
P06239,Q12913
P06239,Q15262
P06239,Q16827
P06239,Q59GK3
P06241,P10721
P06241,P15498
P06241,P29353
P06241,P41240
P06241,P42684
P06241,Q05655
P06241,Q07912
P06241,Q14289
P06241,Q9NWQ8
P06241,Q9NZQ3
P06241,Q9Y3S1
P06241,Q9Y5K6
P06396,P63261
P06400,P78396
P06401,Q15788
P06493,P20248
P06493,P50613
P06493,P68400
P06493,P78396
P06493,Q16667
P06493,Q9NQU5
P06703,Q9HB71
P06729,Q96B97
P06737,P11216
P06746,P18887
P06746,Q59HH7
P06748,Q86SE8
P06753,P06753
P06756,P18084
P06870,P29622
P07101,P63104
P07195,V9HWB9
P07196,P07196
P07196,P08670
P07196,P19012
P07196,V9HWE1
P07306,P07307
P07306,Q08G24
P07306,Q6UXB4
P07306,Q6XYD1
P07315,P07315
P07315,P43320
P07332,P08581
P07332,P10721
P07550,P07550
P07737,P60709
P07737,Q1KLZ0
P07766,P43403
P07900,Q9UHD1
P07900,Q9UKP3
P07900,Q9UNE7
P07902,P07902
P07910,Q31612
P07947,P08581
P07947,P10721
P07947,Q05397
P07947,Q658W2
P07948,P07948
P07948,P08581
P07948,P10721
P07948,P29350
P07948,P42679
P07948,P42680
P07948,P43405
P07948,Q05397
P07948,Q05655
P07948,Q06187
P07948,Q658W2
P07949,P56159
P07951,P07951
P07951,P09493
P08047,P08047
P08047,P25490
P08047,Q05516
P08069,P18031
P08069,Q13322
P08069,Q14449
P08123,P25940
P08134,Q07960
P08235,P19793
P08237,P17858
P08238,Q16543
P08238,Q7L3B6
P08238,Q9UHD1
P08238,Q9UKP3
P08246,P10646
P08253,P35625
P08253,P50281
P08253,Q99727
P08253,Q9NPA2
P08254,P35625
P08476,P27037
P08476,P36896
P08575,P29350
P08581,P08631
P08581,P09769
P08581,P12931
P08581,P18031
P08581,P19174
P08581,P20936
P08581,P42679
P08581,P42680
P08581,P42681
P08581,P42684
P08581,P43403
P08581,P43405
P08581,P51451
P08581,Q06124
P08581,Q06187
P08581,Q08881
P08581,Q13882
P08581,Q14449
P08581,Q14451
P08581,Q9NRF2
P08581,Q9UQQ2
P08603,V9HWA9
P08620,P22607
P08631,P10721
P08631,P21860
P08631,P42684
P08631,Q59FK4
P08648,P18084
P08648,Q9UQS6
P08670,P14136
P08670,P35900
P08670,P41219
P08727,P08727
P08727,P19012
P08727,P35908
P08729,P13646
P08729,Q04695
P08729,Q14666
P08729,Q7Z3Y8
P08754,P49795
P08754,P62873
P08754,Q9NS28
P08754,Q9UGC6
P08908,P28222
P09012,P09661
P09012,P38159
P09038,P22607
P09326,Q9BZW8
P09341,P25024
P09471,P49795
P09488,P28161
P09493,V9HW56
P09529,P36896
P09769,P10721
P09769,P12931
P09769,P41240
P09769,P43405
P09958,P09958
P09972,V9HWN7
P0C7T5,P54253
P0CG47,Q05086
P0CG47,Q969T4
P0CG47,Q96CV9
P0CG47,Q9HCE7
P0CG47,Q9Y3C5
P0CG47,Q9Y6K9
P0CG48,P22314
P0CG48,P22681
P0CG48,P54725
P0CG48,P62993
P0CG48,P63146
P0CG48,P68036
P0CG48,Q01804
P0CG48,Q05086
P0CG48,Q13489
P0CG48,Q13616
P0CG48,Q15386
P0CG48,Q15843
P0CG48,Q16763
P0CG48,Q712K3
P0CG48,Q969T4
P0CG48,Q96CV9
P0CG48,Q96J02
P0CG48,Q9BYM8
P0CG48,Q9HAU4
P0CG48,Q9NQC7
P0CG48,Q9Y3C5
P0CG48,Q9Y6K9
P0CG48,V9HW41
P0DMV9,Q99933
P0DMV9,Q9UNE7
P0DMV9,V9HW22
P10073,P10073
P10073,Q8TF39
P10073,Q96IT1
P10073,Q96JS3
P10073,Q9NWS9
P10073,Q9NX65
P10074,P10074
P10074,Q96BR9
P10114,Q8N4Y1
P10242,Q09472
P10242,Q92793
P10275,Q15788
P10275,Q9Y618
P10276,P28702
P10276,P48443
P10276,P48552
P10276,P55055
P10276,Q15648
P10276,Q5STP9
P10276,Q9Y618
P10301,P10398
P10398,P36507
P10398,Q02750
P10398,Q15569
P10398,Q9H4A3
P10415,P55957
P10415,Q07812
P10415,Q07817
P10415,Q07820
P10415,Q14457
P10415,Q16611
P10415,Q92934
P10415,Q9BXH1
P10415,W0FFG4
P10515,P10515
P10588,P24468
P10619,Q31612
P10636,P63104
P10644,P10644
P10644,P17612
P10644,P31321
P10644,P51817
P10721,P12931
P10721,P16885
P10721,P19174
P10721,P42679
P10721,P42680
P10721,P42681
P10721,P42684
P10721,P43403
P10721,P43405
P10721,P51451
P10721,Q13882
P10721,Q9UQQ2
P10826,P19793
P10826,P28702
P10826,P48443
P10826,Q5STP9
P10827,P19793
P10827,Q15788
P10828,P48443
P10828,Q15596
P10828,Q15788
P10828,Q5STP9
P11142,Q9NZL4
P11215,V9HWA9
P11216,P11216
P11233,Q15311
P11233,Q8IYI6
P11234,Q96KP1
P11362,P19174
P11362,P21860
P11473,P19793
P11473,P28702
P11473,P48443
P11473,P55055
P11473,Q15596
P11473,Q15648
P11473,Q15788
P11473,Q5STP9
P11474,P48552
P11474,P62508
P11474,Q15788
P11532,P68133
P11717,Q9UJY4
P11802,P30279
P11802,P38936
P11802,P42771
P11802,P42772
P11802,P42773
P11802,P46527
P11802,P55273
P11831,Q86SR6
P11908,P11908
P11908,P60891
P11908,Q14558
P12643,P27037
P12643,Q13253
P12644,P12644
P12644,P34820
P12644,P36894
P12644,Q13253
P12755,P84022
P12755,Q15796
P12757,P84022
P12757,Q13485
P12757,Q15796
P12814,P12814
P12814,Q08043
P12830,P35222
P12931,P22681
P12931,P29323
P12931,P29350
P12931,P29353
P12931,P31749
P12931,P35968
P12931,P41240
P12931,P42684
P12931,P62993
P12931,Q05397
P12931,Q06124
P12931,Q14289
P12931,Q16825
P12931,Q16832
P12931,Q59FK4
P12931,Q59GK3
P12931,Q658W2
P12931,Q92918
P13056,P49116
P13196,P13196
P13349,P15923
P13631,P19793
P13631,P28702
P13631,P48443
P13631,Q15788
P13631,Q5STP9
P13631,Q9Y618
P13646,P14136
P13646,P19013
P13646,P35900
P13646,P35908
P13646,P48668
P13646,Q3SY84
P13646,Q5XKE5
P13646,Q7L4M3
P13647,P19012
P13647,Q15323
P13647,Q6A162
P13688,P31997
P13688,P40199
P13747,P26717
P13760,P13760
P13760,P28067
P13760,P28068
P13760,P60174
P13760,Q16655
P13805,P48788
P13805,P63316
P13807,Q1ZYL7
P13861,P24588
P13861,Q12802
P14136,P14136
P14136,P19012
P14136,V9HWE1
P14210,Q04756
P14210,Q9Y5Y6
P14373,P14373
P14373,P19474
P14373,Q9UJV3
P14543,P98160
P14543,Q9Y3V7
P14649,Q9Y4I1
P14923,P19022
P14923,P25054
P14923,P33151
P14923,P35221
P14923,Q59EA3
P14923,Q9NQB0
P14923,Q9NSA3
P15018,P42702
P15151,Q15223
P15153,P19878
P15153,P52565
P15172,P15172
P15172,P15884
P15172,P15923
P15311,P35241
P15311,Q15599
P15311,V9HWC0
P15336,P17275
P15336,P17535
P15336,P28482
P15336,P45983
P15336,P45984
P15336,Q15759
P15336,Q16539
P15407,P17275
P15407,P17535
P15407,Q53HP8
P15407,Q9Y5Q3
P15408,P17275
P15408,P17535
P15408,Q9Y5Q3
P15498,P43403
P15498,P60953
P15498,P62993
P15498,Q13191
P15498,Q9UFY1
P15531,P22392
P15531,Q13232
P15622,P15622
P15622,P49910
P15622,Q14592
P15622,Q8WTR7
P15622,Q96BR9
P15622,Q9Y473
P15884,P15884
P15884,P15923
P15884,P17542
P15884,P25800
P15884,P61296
P15884,P61968
P15884,Q13562
P15884,Q16559
P15884,Q6XD76
P15884,Q8WVJ9
P15884,Q92886
P15884,Q96RJ6
P15884,Q9NQ33
P15918,P55895
P15923,P61296
P15923,Q92793
P15923,Q99081
P16035,P50281
P16104,P16104
P16144,P23229
P16144,Q03001
P16220,P18846
P16234,P16234
P16234,Q59F04
P16333,P42684
P16333,P62987
P16333,Q13094
P16333,Q14155
P16333,Q14511
P16333,Q59FK4
P16333,Q59GK3
P16333,Q8TB24
P16333,Q9NZQ3
P16333,Q9ULH1
P16389,P22459
P16389,Q13303
P16389,Q14722
P16471,P16471
P16520,P50150
P16520,P63215
P16520,P63218
P16591,P21860
P16615,P26678
P16860,Q60I31
P16885,P27986
P16885,P62993
P17020,Q8IZC7
P17028,Q05516
P17028,Q8TF39
P17028,Q96JS3
P17028,Q96N95
P17028,Q9NWS9
P17028,Q9NX65
P17028,Q9Y5A6
P17029,Q9NX65
P17081,Q9BYG5
P17252,Q05513
P17275,P17275
P17275,P18847
P17275,P53539
P17275,Q02930
P17275,Q16520
P17482,Q9BPY8
P17509,Q9H161
P17535,P18847
P17535,P53539
P17535,Q02930
P17535,Q16520
P17542,P25800
P17600,P17600
P17612,P49841
P17612,Q15831
P17612,Q9Y2K2
P17676,P49715
P17676,P49716
P17676,P53567
P17676,Q15744
P17676,Q9Y2D1
P17693,Q8NHL6
P17844,Q92841
P17858,P17858
P17927,P20023
P17948,P35968
P17980,P17980
P17980,P43686
P17980,P62333
P18075,P27037
P18075,P36894
P18206,Q13802
P18206,Q9NYB9
P18433,P18433
P18507,P18507
P18846,P18846
P18846,Q03060
P18848,P49715
P18848,P49716
P18848,Q15744
P18887,P49916
P18887,Q7Z2E3
P19012,P19013
P19012,P35900
P19012,P41219
P19012,P48668
P19012,Q14533
P19012,Q3SY84
P19012,Q5XKE5
P19012,Q6KB66
P19012,Q7L4M3
P19012,Q7Z794
P19012,Q86Y46
P19013,Q14525
P19013,Q6A162
P19022,P35222
P19086,P19086
P19086,P49795
P19174,Q8TB24
P19174,Q9ULH1
P19237,P63316
P19387,P52435
P19387,P62875
P19474,P19474
P19474,Q9HCM9
P19634,Q96BS2
P19784,P67870
P19793,P55055
P19793,Q03181
P19793,Q13133
P19793,Q15466
P19793,Q53EL4
P19793,Q6ZMM6
P19838,P20749
P19838,P46531
P19838,Q00653
P19838,Q01201
P19838,Q04864
P19838,Q9BYH8
P19878,P60953
P19957,Q9UNI1
P20023,V9HWA9
P20036,Q31612
P20226,P20226
P20248,P38936
P20336,P47224
P20336,Q53EV1
P20336,Q96C24
P20336,Q96QF0
P20336,Q9UNE2
P20336,Q9Y2J0
P20337,Q9UNE2
P20338,P50395
P20338,Q15276
P20338,Q9H5N1
P20339,P26374
P20339,Q01968
P20339,Q9H1K0
P20340,Q01968
P20366,P21452
P20393,Q14995
P20618,P28062
P20618,X5CMJ9
P20749,Q00653
P20783,Q16288
P20823,P61457
P20827,P21709
P20827,P54762
P20827,P54764
P21127,P30281
P21266,P46439
P21266,Q03013
P21673,Q96F10
P21781,P21802
P21781,P22607
P21860,P42681
P21860,P42684
P21860,P43403
P21860,P43405
P21860,P52333
P21860,Q02297
P21860,Q08881
P21860,Q13882
P21860,Q59FK4
P21860,W0S1B5
P22004,P36894
P22223,P35222
P22314,P49459
P22314,P51668
P22314,P51965
P22314,P61077
P22314,P61086
P22314,P62837
P22314,P63146
P22314,V9HW41
P22392,Q13232
P22415,Q15853
P22607,P31371
P22607,P55075
P22695,P31930
P23142,Q8N2S1
P23142,Q9UM47
P23246,Q15233
P23297,P25815
P23297,P26447
P23297,P29034
P23297,Q15109
P23435,Q6UW01
P23443,P28482
P23443,Q15831
P23458,P29597
P23458,P52333
P23458,Q59F04
P23528,P63261
P23528,P68133
P23528,Q9Y281
P23582,Q60I31
P23763,Q12846
P24046,P24046
P24278,P24278
P24278,Q9Y2K1
P24385,P24941
P24385,P46527
P24385,Q00534
P24386,P51149
P24588,P31323
P24723,Q15139
P24844,P35579
P24855,P68133
P24941,P38936
P24941,P50613
